frame_id,timestamp_sec,landmark_type,landmark_id,x,y,z,visibility
76,5.0300000000,left_hand,0,0.6640030742,0.3626061380,0.0000001719,1.0000000000
77,5.0960000000,left_hand,0,0.6611987948,0.3650208414,0.0000001497,1.0000000000
78,5.1630000000,left_hand,0,0.6570652723,0.3587163985,0.0000001284,1.0000000000
79,5.2290000000,left_hand,0,0.6501079798,0.3455991149,0.0000002150,1.0000000000
80,5.2950000000,left_hand,0,0.6541655660,0.3438669443,0.0000002463,1.0000000000
81,5.3610000000,left_hand,0,0.6513600349,0.3594460785,0.0000002696,1.0000000000
82,5.4270000000,left_hand,0,0.6517108083,0.3582056463,0.0000002686,1.0000000000
83,5.4940000000,left_hand,0,0.6506834626,0.3388558924,0.0000002824,1.0000000000
84,5.5600000000,left_hand,0,0.6544929743,0.3598327041,0.0000003035,1.0000000000
85,5.6260000000,left_hand,0,0.6576214433,0.3611836731,0.0000002396,1.0000000000
86,5.6920000000,left_hand,0,0.6597980857,0.3548994362,0.0000001710,1.0000000000
87,5.7580000000,left_hand,0,0.6610099077,0.3572655916,0.0000001511,1.0000000000
88,5.8240000000,left_hand,0,0.6571249366,0.3463411033,0.0000002019,1.0000000000
89,5.8910000000,left_hand,0,0.6759490967,0.3536602855,0.0000001373,1.0000000000
90,5.9570000000,left_hand,0,0.6718320847,0.3592945039,0.0000000835,1.0000000000
91,6.0230000000,left_hand,0,0.6630675793,0.3782305419,0.0000000658,1.0000000000
92,6.0890000000,left_hand,0,0.6676879525,0.3892901242,-0.0000000233,1.0000000000
93,6.1550000000,left_hand,0,0.6639733911,0.3905017376,-0.0000000613,1.0000000000
94,6.2220000000,left_hand,0,0.6637790203,0.3905622363,-0.0000001164,1.0000000000
95,6.2880000000,left_hand,0,0.6627052426,0.4068822265,-0.0000001811,1.0000000000
96,6.3540000000,left_hand,0,0.6732036471,0.3940964639,-0.0000002019,1.0000000000
97,6.4200000000,left_hand,0,0.6758897305,0.3906497657,-0.0000001940,1.0000000000
98,6.4860000000,left_hand,0,0.6812829971,0.3897850513,-0.0000001411,1.0000000000
99,6.5530000000,left_hand,0,0.6778029203,0.3932463825,-0.0000000755,1.0000000000
100,6.6190000000,left_hand,0,0.6796081662,0.3931447566,-0.0000000376,1.0000000000
101,6.6850000000,left_hand,0,0.6824441552,0.3923008740,0.0000000552,1.0000000000
102,6.7510000000,left_hand,0,0.6835027933,0.4035792947,0.0000001075,1.0000000000
103,6.8170000000,left_hand,0,0.6826999187,0.4034000635,0.0000001467,1.0000000000
104,6.8830000000,left_hand,0,0.6858716011,0.4042307734,0.0000001787,1.0000000000
105,6.9500000000,left_hand,0,0.6857901812,0.4113593996,0.0000001976,1.0000000000
106,7.0160000000,left_hand,0,0.6876865625,0.4111703038,0.0000001878,1.0000000000
107,7.0820000000,left_hand,0,0.6878757477,0.4091395438,0.0000001964,1.0000000000
108,7.1480000000,left_hand,0,0.6872193217,0.4135123193,0.0000002396,1.0000000000
109,7.2140000000,left_hand,0,0.6896549463,0.4109447598,0.0000002336,1.0000000000
110,7.2810000000,left_hand,0,0.6873376369,0.4070552588,0.0000002681,1.0000000000
111,7.3470000000,left_hand,0,0.6842685938,0.4026317596,0.0000002850,1.0000000000
112,7.4130000000,left_hand,0,0.6783252954,0.3844703138,0.0000002739,1.0000000000
113,7.4790000000,left_hand,0,0.6658344269,0.3704864383,0.0000003263,1.0000000000
114,7.5450000000,left_hand,0,0.6621064544,0.3664779961,0.0000003836,1.0000000000
115,7.6120000000,left_hand,0,0.6579794884,0.3597477376,0.0000003455,1.0000000000
116,7.6780000000,left_hand,0,0.6588897109,0.3520980179,0.0000003561,1.0000000000
117,7.7440000000,left_hand,0,0.6594707966,0.3397394717,0.0000003337,1.0000000000
118,7.8100000000,left_hand,0,0.6640761495,0.3505951464,0.0000003933,1.0000000000
119,7.8760000000,left_hand,0,0.6651452184,0.3563027978,0.0000003338,1.0000000000
120,7.9420000000,left_hand,0,0.6600681543,0.3560088873,0.0000003431,1.0000000000
121,8.0090000000,left_hand,0,0.6581515670,0.3650629818,0.0000003390,1.0000000000
122,8.0750000000,left_hand,0,0.6570854187,0.3831360638,0.0000001893,1.0000000000
123,8.1410000000,left_hand,0,0.6692324877,0.3696495593,0.0000000985,1.0000000000
124,8.2070000000,left_hand,0,0.6610735655,0.3786946535,0.0000001776,1.0000000000
125,8.2730000000,left_hand,0,0.6726412177,0.4167475402,0.0000002473,1.0000000000
126,8.3400000000,left_hand,0,0.6839566827,0.4095703363,0.0000001855,1.0000000000
127,8.4060000000,left_hand,0,0.6788978577,0.4062665701,0.0000002626,1.0000000000
128,8.4720000000,left_hand,0,0.6743203998,0.3998849988,0.0000002119,1.0000000000
129,8.5380000000,left_hand,0,0.6705305576,0.3984415829,0.0000001702,1.0000000000
130,8.6040000000,left_hand,0,0.6737414598,0.3936209083,0.0000001607,1.0000000000
131,8.6710000000,left_hand,0,0.6730155349,0.3938561082,0.0000001500,1.0000000000
132,8.7370000000,left_hand,0,0.6731091142,0.3973196745,0.0000001132,1.0000000000
133,8.8030000000,left_hand,0,0.6705102324,0.3905097544,0.0000000708,1.0000000000
134,8.8690000000,left_hand,0,0.6725529432,0.3988534212,0.0000000861,1.0000000000
135,8.9350000000,left_hand,0,0.6757161617,0.4032042325,0.0000000579,1.0000000000
136,9.0010000000,left_hand,0,0.6788209081,0.4058653414,0.0000000567,1.0000000000
137,9.0680000000,left_hand,0,0.6811375618,0.4103035629,0.0000000551,1.0000000000
138,9.1340000000,left_hand,0,0.6827232242,0.4121241570,0.0000000972,1.0000000000
139,9.2000000000,left_hand,0,0.6869178414,0.4146590829,0.0000001415,1.0000000000
140,9.2660000000,left_hand,0,0.6821612120,0.4209201634,0.0000001862,1.0000000000
141,9.3320000000,left_hand,0,0.6843414307,0.4126448035,0.0000001768,1.0000000000
142,9.3990000000,left_hand,0,0.6820206046,0.4120852947,0.0000002480,1.0000000000
143,9.4650000000,left_hand,0,0.6766020060,0.4165919721,0.0000002447,1.0000000000
144,9.5310000000,left_hand,0,0.6721898317,0.4221808612,0.0000002908,1.0000000000
145,9.5970000000,left_hand,0,0.6689306498,0.4300031960,0.0000003010,1.0000000000
146,9.6630000000,left_hand,0,0.6652225256,0.4393979907,0.0000002841,1.0000000000
147,9.7300000000,left_hand,0,0.6636931896,0.4396772683,0.0000002990,1.0000000000
148,9.7960000000,left_hand,0,0.6628440022,0.4450616837,0.0000002993,1.0000000000
149,9.8620000000,left_hand,0,0.6632245183,0.4472723901,0.0000002657,1.0000000000
150,9.9280000000,left_hand,0,0.6651546955,0.4469791055,0.0000002796,1.0000000000
151,9.9940000000,left_hand,0,0.6665956378,0.4440284073,0.0000002882,1.0000000000
152,10.0600000000,left_hand,0,0.6678843498,0.4406298697,0.0000002837,1.0000000000
153,10.1270000000,left_hand,0,0.6692766547,0.4342684448,0.0000002939,1.0000000000
154,10.1930000000,left_hand,0,0.6714554429,0.4333503544,0.0000003022,1.0000000000
155,10.2590000000,left_hand,0,0.6716980934,0.4278652966,0.0000002802,1.0000000000
156,10.3250000000,left_hand,0,0.6700874567,0.4244940281,0.0000002730,1.0000000000
157,10.3910000000,left_hand,0,0.6670121551,0.4158918560,0.0000002928,1.0000000000
158,10.4580000000,left_hand,0,0.6665529609,0.4132201970,0.0000002876,1.0000000000
159,10.5240000000,left_hand,0,0.6598595977,0.4047090113,0.0000002983,1.0000000000
160,10.5900000000,left_hand,0,0.6582816243,0.3966106772,0.0000002700,1.0000000000
161,10.6560000000,left_hand,0,0.6536070704,0.3947885334,0.0000002873,1.0000000000
162,10.7220000000,left_hand,0,0.6538264751,0.3878926337,0.0000002940,1.0000000000
163,10.7880000000,left_hand,0,0.6557433009,0.3875882328,0.0000002736,1.0000000000
164,10.8550000000,left_hand,0,0.6564363837,0.3887617886,0.0000002483,1.0000000000
165,10.9210000000,left_hand,0,0.6597702503,0.3830761909,0.0000001567,1.0000000000
166,10.9870000000,left_hand,0,0.6634784341,0.3779926300,0.0000002217,1.0000000000
167,11.0530000000,left_hand,0,0.6785954237,0.3800494969,0.0000002046,1.0000000000
168,11.1190000000,left_hand,0,0.6820695996,0.3864400685,0.0000000835,1.0000000000
169,11.1860000000,left_hand,0,0.6858260632,0.3872817457,0.0000000550,1.0000000000
170,11.2520000000,left_hand,0,0.6700669527,0.4003717303,0.0000001905,1.0000000000
171,11.3180000000,left_hand,0,0.6802515388,0.3910828233,-0.0000000009,1.0000000000
172,11.3840000000,left_hand,0,0.6858524084,0.3970126212,-0.0000000022,1.0000000000
173,11.4500000000,left_hand,0,0.6901452541,0.4016533196,-0.0000000067,1.0000000000
174,11.5170000000,left_hand,0,0.6904974580,0.4055516124,0.0000000456,1.0000000000
175,11.5830000000,left_hand,0,0.6826941967,0.4104735851,0.0000000624,1.0000000000
176,11.6490000000,left_hand,0,0.6812453270,0.4225702286,0.0000000225,1.0000000000
177,11.7150000000,left_hand,0,0.6796206832,0.4233980775,0.0000000072,1.0000000000
178,11.7810000000,left_hand,0,0.6811400056,0.4184978306,0.0000000431,1.0000000000
179,11.8470000000,left_hand,0,0.6741558909,0.4231810570,0.0000000404,1.0000000000
180,11.9140000000,left_hand,0,0.6689984798,0.4188614786,0.0000002867,1.0000000000
181,11.9800000000,left_hand,0,0.6598345041,0.4150113761,0.0000003064,1.0000000000
76,5.0300000000,left_hand,1,0.6458655596,0.3048423529,-0.0084385453,1.0000000000
77,5.0960000000,left_hand,1,0.6444392204,0.3166743815,-0.0035778587,1.0000000000
78,5.1630000000,left_hand,1,0.6397387981,0.3140395582,-0.0000717603,1.0000000000
79,5.2290000000,left_hand,1,0.6329960823,0.3055539131,-0.0018538641,1.0000000000
80,5.2950000000,left_hand,1,0.6384317875,0.3052294254,-0.0052465824,1.0000000000
81,5.3610000000,left_hand,1,0.6328735352,0.3161519468,-0.0098565584,1.0000000000
82,5.4270000000,left_hand,1,0.6326121688,0.3127289116,-0.0107302312,1.0000000000
83,5.4940000000,left_hand,1,0.6292186379,0.3038989902,-0.0087327659,1.0000000000
84,5.5600000000,left_hand,1,0.6321685314,0.3178613484,-0.0094282962,1.0000000000
85,5.6260000000,left_hand,1,0.6334168315,0.3209350407,-0.0078362171,1.0000000000
86,5.6920000000,left_hand,1,0.6317383051,0.3117739856,-0.0093594082,1.0000000000
87,5.7580000000,left_hand,1,0.6366247535,0.3148786128,-0.0072928383,1.0000000000
88,5.8240000000,left_hand,1,0.6325526834,0.3024073243,-0.0048837471,1.0000000000
89,5.8910000000,left_hand,1,0.6501954794,0.3124046326,0.0006443205,1.0000000000
90,5.9570000000,left_hand,1,0.6405929327,0.3175438344,0.0080751982,1.0000000000
91,6.0230000000,left_hand,1,0.6310920119,0.3426235914,0.0036208814,1.0000000000
92,6.0890000000,left_hand,1,0.6333469152,0.3654800057,0.0053463611,1.0000000000
93,6.1550000000,left_hand,1,0.6309620142,0.3737374544,0.0052784439,1.0000000000
94,6.2220000000,left_hand,1,0.6375925541,0.3551278412,0.0040577091,1.0000000000
95,6.2880000000,left_hand,1,0.6299058199,0.3796885312,0.0034761413,1.0000000000
96,6.3540000000,left_hand,1,0.6440429688,0.3536258638,0.0039530890,1.0000000000
97,6.4200000000,left_hand,1,0.6489074230,0.3425389230,0.0055114413,1.0000000000
98,6.4860000000,left_hand,1,0.6531312466,0.3442673087,0.0057175364,1.0000000000
99,6.5530000000,left_hand,1,0.6507468224,0.3425579965,-0.0015417307,1.0000000000
100,6.6190000000,left_hand,1,0.6535388231,0.3448234797,0.0004801110,1.0000000000
101,6.6850000000,left_hand,1,0.6570476890,0.3424313664,-0.0002049906,1.0000000000
102,6.7510000000,left_hand,1,0.6594035029,0.3531641960,-0.0003821384,1.0000000000
103,6.8170000000,left_hand,1,0.6580988169,0.3523920178,-0.0047515114,1.0000000000
104,6.8830000000,left_hand,1,0.6616003513,0.3540297449,-0.0026504085,1.0000000000
105,6.9500000000,left_hand,1,0.6614767313,0.3593782783,-0.0028851724,1.0000000000
106,7.0160000000,left_hand,1,0.6627488732,0.3599482477,-0.0022517755,1.0000000000
107,7.0820000000,left_hand,1,0.6614112854,0.3586848676,-0.0030933132,1.0000000000
108,7.1480000000,left_hand,1,0.6648054719,0.3623208106,-0.0052076015,1.0000000000
109,7.2140000000,left_hand,1,0.6693812609,0.3623751998,-0.0029289271,1.0000000000
110,7.2810000000,left_hand,1,0.6649069786,0.3585174978,-0.0075055687,1.0000000000
111,7.3470000000,left_hand,1,0.6613731980,0.3537644446,-0.0093960315,1.0000000000
112,7.4130000000,left_hand,1,0.6519880295,0.3343008161,-0.0150680067,1.0000000000
113,7.4790000000,left_hand,1,0.6419807076,0.3340530992,-0.0210637227,1.0000000000
114,7.5450000000,left_hand,1,0.6417052150,0.3288524449,-0.0242819209,1.0000000000
115,7.6120000000,left_hand,1,0.6352862120,0.3303056955,-0.0226060227,1.0000000000
116,7.6780000000,left_hand,1,0.6351180673,0.3256236911,-0.0250606127,1.0000000000
117,7.7440000000,left_hand,1,0.6335985661,0.3168663979,-0.0197959617,1.0000000000
118,7.8100000000,left_hand,1,0.6392532587,0.3168238997,-0.0240356550,1.0000000000
119,7.8760000000,left_hand,1,0.6387843490,0.3177092969,-0.0218435153,1.0000000000
120,7.9420000000,left_hand,1,0.6334708929,0.3204343915,-0.0216499958,1.0000000000
121,8.0090000000,left_hand,1,0.6363737583,0.3220877647,-0.0267596710,1.0000000000
122,8.0750000000,left_hand,1,0.6389486790,0.3362620771,-0.0161650628,1.0000000000
123,8.1410000000,left_hand,1,0.6424618959,0.3393052518,-0.0101952069,1.0000000000
124,8.2070000000,left_hand,1,0.6356236339,0.3445544839,-0.0124405334,1.0000000000
125,8.2730000000,left_hand,1,0.6464650631,0.3653979897,-0.0079588778,1.0000000000
126,8.3400000000,left_hand,1,0.6542060971,0.3653100431,-0.0011979573,1.0000000000
127,8.4060000000,left_hand,1,0.6517438293,0.3680245280,0.0011360449,1.0000000000
128,8.4720000000,left_hand,1,0.6468625665,0.3624316454,0.0009548697,1.0000000000
129,8.5380000000,left_hand,1,0.6428833604,0.3645588160,0.0013225836,1.0000000000
130,8.6040000000,left_hand,1,0.6462835073,0.3560995162,0.0007729476,1.0000000000
131,8.6710000000,left_hand,1,0.6467758417,0.3535096943,0.0006911280,1.0000000000
132,8.7370000000,left_hand,1,0.6482458115,0.3550794721,0.0009160872,1.0000000000
133,8.8030000000,left_hand,1,0.6445331573,0.3452318013,0.0003266465,1.0000000000
134,8.8690000000,left_hand,1,0.6443161964,0.3496509790,0.0001655748,1.0000000000
135,8.9350000000,left_hand,1,0.6477667689,0.3558452427,0.0009508848,1.0000000000
136,9.0010000000,left_hand,1,0.6490893364,0.3604709208,0.0001163524,1.0000000000
137,9.0680000000,left_hand,1,0.6524559855,0.3629800677,0.0012275759,1.0000000000
138,9.1340000000,left_hand,1,0.6519535184,0.3613646030,-0.0003157773,1.0000000000
139,9.2000000000,left_hand,1,0.6576356888,0.3650228679,-0.0012432255,1.0000000000
140,9.2660000000,left_hand,1,0.6523573995,0.3627972901,-0.0042673554,1.0000000000
141,9.3320000000,left_hand,1,0.6531779170,0.3581005037,-0.0008843996,1.0000000000
142,9.3990000000,left_hand,1,0.6530705094,0.3593558073,-0.0028956165,1.0000000000
143,9.4650000000,left_hand,1,0.6491401196,0.3613971472,-0.0048183757,1.0000000000
144,9.5310000000,left_hand,1,0.6464625597,0.3697208762,-0.0050522103,1.0000000000
145,9.5970000000,left_hand,1,0.6432414055,0.3777529597,-0.0042634867,1.0000000000
146,9.6630000000,left_hand,1,0.6442325711,0.3892137408,-0.0029995560,1.0000000000
147,9.7300000000,left_hand,1,0.6390769482,0.3856883943,-0.0070432932,1.0000000000
148,9.7960000000,left_hand,1,0.6383547783,0.3919926286,-0.0034556910,1.0000000000
149,9.8620000000,left_hand,1,0.6388393044,0.3955490589,-0.0032873806,1.0000000000
150,9.9280000000,left_hand,1,0.6410297751,0.3962461948,-0.0039067715,1.0000000000
151,9.9940000000,left_hand,1,0.6417631507,0.3912942410,-0.0058113574,1.0000000000
152,10.0600000000,left_hand,1,0.6450467706,0.3916971982,-0.0046099047,1.0000000000
153,10.1270000000,left_hand,1,0.6438218355,0.3860661089,-0.0060714665,1.0000000000
154,10.1930000000,left_hand,1,0.6464295387,0.3843488395,-0.0070492360,1.0000000000
155,10.2590000000,left_hand,1,0.6455574036,0.3820073605,-0.0051174448,1.0000000000
156,10.3250000000,left_hand,1,0.6436787844,0.3766420782,-0.0046904124,1.0000000000
157,10.3910000000,left_hand,1,0.6423527002,0.3692857623,-0.0067403582,1.0000000000
158,10.4580000000,left_hand,1,0.6429713964,0.3657426834,-0.0083406251,1.0000000000
159,10.5240000000,left_hand,1,0.6357467771,0.3561660647,-0.0095313480,1.0000000000
160,10.5900000000,left_hand,1,0.6341703534,0.3519048095,-0.0075348262,1.0000000000
161,10.6560000000,left_hand,1,0.6262727976,0.3493618965,-0.0087540746,1.0000000000
162,10.7220000000,left_hand,1,0.6277997494,0.3450648189,-0.0117893284,1.0000000000
163,10.7880000000,left_hand,1,0.6293126345,0.3458944559,-0.0120091802,1.0000000000
164,10.8550000000,left_hand,1,0.6318065524,0.3427977860,-0.0132183796,1.0000000000
165,10.9210000000,left_hand,1,0.6369809508,0.3375348151,-0.0124919806,1.0000000000
166,10.9870000000,left_hand,1,0.6349701285,0.3322867453,-0.0072009969,1.0000000000
167,11.0530000000,left_hand,1,0.6506801844,0.3364087343,0.0002700004,1.0000000000
168,11.1190000000,left_hand,1,0.6437901258,0.3484630585,0.0290813129,1.0000000000
