frame_id,timestamp_sec,landmark_type,landmark_id,x,y,z,visibility
50,5.0790000000,left_hand,0,0.6035316586,0.6137691140,0.0000000366,1.0000000000
51,5.1810000000,left_hand,0,0.6131281853,0.6112399697,0.0000000507,1.0000000000
52,5.2820000000,left_hand,0,0.6238707900,0.6132783294,-0.0000000103,1.0000000000
53,5.3840000000,left_hand,0,0.6242778500,0.6150433620,0.0000000085,1.0000000000
54,5.4860000000,left_hand,0,0.6246849100,0.6168083946,0.0000000274,1.0000000000
55,5.5870000000,left_hand,0,0.6250919700,0.6185734272,0.0000000462,1.0000000000
56,5.6890000000,left_hand,0,0.3494263887,0.4779793620,0.0000001933,1.0000000000
57,5.7900000000,left_hand,0,0.6161180735,0.6141319871,0.0000001582,1.0000000000
58,5.8920000000,left_hand,0,0.3550891280,0.4917681813,0.0000003113,1.0000000000
59,5.9930000000,left_hand,0,0.6028302908,0.6130943894,0.0000001349,1.0000000000
60,6.0950000000,left_hand,0,0.3687405586,0.4813967645,0.0000003578,1.0000000000
61,6.1970000000,left_hand,0,0.5925925970,0.6092912555,0.0000001763,1.0000000000
62,6.2980000000,left_hand,0,0.6085642576,0.6125495434,-0.0000003379,1.0000000000
63,6.4000000000,left_hand,0,0.6102051735,0.6075248718,0.0000000172,1.0000000000
64,6.5010000000,left_hand,0,0.6104379296,0.6122884750,0.0000000561,1.0000000000
65,6.6030000000,left_hand,0,0.6079015732,0.6168848276,-0.0000000209,1.0000000000
66,6.7050000000,left_hand,0,0.6084185243,0.6199854612,-0.0000000515,1.0000000000
67,6.8060000000,left_hand,0,0.6084460020,0.6089994311,0.0000000721,1.0000000000
68,6.9080000000,left_hand,0,0.6112130284,0.6110603809,0.0000000227,1.0000000000
69,7.0090000000,left_hand,0,0.6119017005,0.6107096672,0.0000000095,1.0000000000
70,7.1110000000,left_hand,0,0.6133164763,0.6133381128,0.0000000429,1.0000000000
71,7.2130000000,left_hand,0,0.6118192077,0.6137344837,-0.0000000478,1.0000000000
72,7.3140000000,left_hand,0,0.6094043851,0.6156810522,0.0000000608,1.0000000000
73,7.4160000000,left_hand,0,0.6111716628,0.6125319600,0.0000000612,1.0000000000
74,7.5170000000,left_hand,0,0.6109537482,0.6040065885,0.0000000780,1.0000000000
75,7.6190000000,left_hand,0,0.6085340381,0.6165212989,0.0000001108,1.0000000000
76,7.7200000000,left_hand,0,0.6098740101,0.6002429724,0.0000000098,1.0000000000
77,7.8220000000,left_hand,0,0.6099784970,0.6082358956,0.0000000242,1.0000000000
78,7.9240000000,left_hand,0,0.6068316102,0.6047810316,0.0000000578,1.0000000000
79,8.0250000000,left_hand,0,0.6055946946,0.6070510745,0.0000000031,1.0000000000
80,8.1270000000,left_hand,0,0.6074699759,0.6041678786,-0.0000000014,1.0000000000
81,8.2280000000,left_hand,0,0.6050603390,0.5988709927,0.0000000766,1.0000000000
82,8.3300000000,left_hand,0,0.6062432528,0.6000971794,0.0000000268,1.0000000000
83,8.4320000000,left_hand,0,0.6056060195,0.6041749716,0.0000000444,1.0000000000
84,8.5330000000,left_hand,0,0.6060634851,0.5965890288,0.0000000477,1.0000000000
85,8.6350000000,left_hand,0,0.5983082056,0.5854416490,-0.0000000487,1.0000000000
86,8.7360000000,left_hand,0,0.6008162498,0.5793792009,0.0000000751,1.0000000000
87,8.8380000000,left_hand,0,0.5989407897,0.5833826661,-0.0000000026,1.0000000000
88,8.9390000000,left_hand,0,0.6016273499,0.5800729394,0.0000000148,1.0000000000
89,9.0410000000,left_hand,0,0.5945030451,0.5785412788,-0.0000000004,1.0000000000
90,9.1430000000,left_hand,0,0.3745021820,0.4909533262,0.0000002664,1.0000000000
91,9.2440000000,left_hand,0,0.6138104796,0.6042440534,-0.0000001780,1.0000000000
92,9.3460000000,left_hand,0,0.6070672870,0.6002541184,-0.0000001540,1.0000000000
93,9.4470000000,left_hand,0,0.5994338393,0.5888982415,-0.0000001133,1.0000000000
94,9.5490000000,left_hand,0,0.6014146209,0.5852864385,-0.0000000697,1.0000000000
95,9.6510000000,left_hand,0,0.6040375829,0.5934762955,-0.0000000554,1.0000000000
96,9.7520000000,left_hand,0,0.6042158008,0.5929533839,-0.0000000817,1.0000000000
97,9.8540000000,left_hand,0,0.6036297679,0.5851081014,-0.0000000453,1.0000000000
98,9.9550000000,left_hand,0,0.6087615490,0.5909841657,-0.0000000905,1.0000000000
99,10.0570000000,left_hand,0,0.6046539545,0.5832149982,-0.0000000042,1.0000000000
100,10.1580000000,left_hand,0,0.6057430506,0.5863009691,0.0000000139,1.0000000000
101,10.2600000000,left_hand,0,0.6122841835,0.5845961571,-0.0000000246,1.0000000000
102,10.3620000000,left_hand,0,0.6094079018,0.5871859789,-0.0000000127,1.0000000000
103,10.4630000000,left_hand,0,0.6107283831,0.5860831141,-0.0000000395,1.0000000000
104,10.5650000000,left_hand,0,0.6075998545,0.5831040144,-0.0000000310,1.0000000000
105,10.6660000000,left_hand,0,0.6090278029,0.5811118484,-0.0000000106,1.0000000000
106,10.7680000000,left_hand,0,0.6095683575,0.5857897401,-0.0000000921,1.0000000000
107,10.8700000000,left_hand,0,0.6061913371,0.5792950988,-0.0000000522,1.0000000000
108,10.9710000000,left_hand,0,0.6053058505,0.5794181228,0.0000000741,1.0000000000
109,11.0730000000,left_hand,0,0.6089355350,0.5828854442,-0.0000000298,1.0000000000
110,11.1740000000,left_hand,0,0.6110238433,0.5819873810,0.0000000037,1.0000000000
111,11.2760000000,left_hand,0,0.6078175306,0.5796028972,-0.0000000066,1.0000000000
112,11.3770000000,left_hand,0,0.6077296138,0.5859099030,-0.0000000072,1.0000000000
113,11.4790000000,left_hand,0,0.6083280444,0.5770774484,-0.0000000298,1.0000000000
114,11.5810000000,left_hand,0,0.6111164093,0.5821992755,-0.0000000121,1.0000000000
115,11.6820000000,left_hand,0,0.6094686389,0.5817440152,0.0000000038,1.0000000000
116,11.7840000000,left_hand,0,0.6087644100,0.5768889785,-0.0000000446,1.0000000000
117,11.8850000000,left_hand,0,0.6116760969,0.5779755116,-0.0000000559,1.0000000000
118,11.9870000000,left_hand,0,0.6154012680,0.5770937800,-0.0000000779,1.0000000000
50,5.0790000000,left_hand,1,0.5818596482,0.5886723995,0.0041170339,1.0000000000
51,5.1810000000,left_hand,1,0.5908439755,0.5842568874,0.0047160587,1.0000000000
52,5.2820000000,left_hand,1,0.6062667966,0.6007305384,0.0036967173,1.0000000000
53,5.3840000000,left_hand,1,0.6065636079,0.5960131884,0.0018567127,1.0000000000
54,5.4860000000,left_hand,1,0.6068604191,0.5912958384,0.0000167080,1.0000000000
55,5.5870000000,left_hand,1,0.6071572304,0.5865784883,-0.0018232967,1.0000000000
56,5.6890000000,left_hand,1,0.3594096303,0.4413807690,0.0016501114,1.0000000000
57,5.7900000000,left_hand,1,0.5983036757,0.5837519169,-0.0030559737,1.0000000000
58,5.8920000000,left_hand,1,0.3656888604,0.4540839195,0.0033013429,1.0000000000
59,5.9930000000,left_hand,1,0.5900364518,0.6263381839,-0.0023300415,1.0000000000
60,6.0950000000,left_hand,1,0.3791930974,0.4342253208,-0.0022366685,1.0000000000
61,6.1970000000,left_hand,1,0.5859699845,0.6356803179,-0.0048957765,1.0000000000
62,6.2980000000,left_hand,1,0.5974761248,0.6323828697,0.0000098738,1.0000000000
63,6.4000000000,left_hand,1,0.5926721692,0.5725215077,-0.0031791017,1.0000000000
64,6.5010000000,left_hand,1,0.5927870274,0.5788013935,-0.0050238059,1.0000000000
65,6.6030000000,left_hand,1,0.5918380022,0.5817970634,-0.0017113234,1.0000000000
66,6.7050000000,left_hand,1,0.5928348899,0.5919071436,-0.0017396153,1.0000000000
67,6.8060000000,left_hand,1,0.5901470184,0.5777732134,-0.0033209508,1.0000000000
68,6.9080000000,left_hand,1,0.5925131440,0.5830926895,0.0002558260,1.0000000000
69,7.0090000000,left_hand,1,0.5930749178,0.5785192847,-0.0024699415,1.0000000000
70,7.1110000000,left_hand,1,0.5940737724,0.5842429399,-0.0026447049,1.0000000000
71,7.2130000000,left_hand,1,0.5984058976,0.6269083023,-0.0029652463,1.0000000000
72,7.3140000000,left_hand,1,0.5931160450,0.5899037123,-0.0026229550,1.0000000000
73,7.4160000000,left_hand,1,0.5947681665,0.5836634040,-0.0056569674,1.0000000000
74,7.5170000000,left_hand,1,0.5926621556,0.5762846470,-0.0025300353,1.0000000000
75,7.6190000000,left_hand,1,0.5909102559,0.5828806162,-0.0030193781,1.0000000000
76,7.7200000000,left_hand,1,0.5916932821,0.5681127310,-0.0025764608,1.0000000000
77,7.8220000000,left_hand,1,0.5919860601,0.5747116804,-0.0019832845,1.0000000000
78,7.9240000000,left_hand,1,0.5897858143,0.5735281706,-0.0022116499,1.0000000000
79,8.0250000000,left_hand,1,0.5870920420,0.5750581026,-0.0016028209,1.0000000000
80,8.1270000000,left_hand,1,0.5892619491,0.5731441975,-0.0017005436,1.0000000000
81,8.2280000000,left_hand,1,0.5856278539,0.5629264712,-0.0047853095,1.0000000000
82,8.3300000000,left_hand,1,0.5893298388,0.5671069026,-0.0040523703,1.0000000000
83,8.4320000000,left_hand,1,0.5881275535,0.5727054477,-0.0031692383,1.0000000000
84,8.5330000000,left_hand,1,0.5885298848,0.5648952127,-0.0061611589,1.0000000000
85,8.6350000000,left_hand,1,0.5917587280,0.6104658246,-0.0110992985,1.0000000000
86,8.7360000000,left_hand,1,0.5849519372,0.5627385974,-0.0038077801,1.0000000000
87,8.8380000000,left_hand,1,0.5832609534,0.5721020103,-0.0031819646,1.0000000000
88,8.9390000000,left_hand,1,0.5874928832,0.5619255304,-0.0024716815,1.0000000000
89,9.0410000000,left_hand,1,0.5879496336,0.6064046025,-0.0051000472,1.0000000000
90,9.1430000000,left_hand,1,0.4021747112,0.4787316024,-0.0013640245,1.0000000000
91,9.2440000000,left_hand,1,0.5967253447,0.5764411092,-0.0008419796,1.0000000000
92,9.3460000000,left_hand,1,0.5903518796,0.5862585902,-0.0041249925,1.0000000000
93,9.4470000000,left_hand,1,0.5815184712,0.5599063039,-0.0010094905,1.0000000000
94,9.5490000000,left_hand,1,0.5831398964,0.5606928468,-0.0058335308,1.0000000000
95,9.6510000000,left_hand,1,0.5843898654,0.5660431981,-0.0032314388,1.0000000000
96,9.7520000000,left_hand,1,0.5867749453,0.5614870191,-0.0026050317,1.0000000000
97,9.8540000000,left_hand,1,0.5877668858,0.5544931293,-0.0027599987,1.0000000000
98,9.9550000000,left_hand,1,0.5916454792,0.5631534457,-0.0019202349,1.0000000000
99,10.0570000000,left_hand,1,0.5860022902,0.5520513654,-0.0025468944,1.0000000000
100,10.1580000000,left_hand,1,0.5871930122,0.5546500683,-0.0025183018,1.0000000000
101,10.2600000000,left_hand,1,0.5930453539,0.5540543795,-0.0011585655,1.0000000000
102,10.3620000000,left_hand,1,0.5900308490,0.5545166731,-0.0038735815,1.0000000000
103,10.4630000000,left_hand,1,0.5910758376,0.5527381897,-0.0020125736,1.0000000000
104,10.5650000000,left_hand,1,0.5870847702,0.5530947447,-0.0021093239,1.0000000000
105,10.6660000000,left_hand,1,0.5896085501,0.5492551923,-0.0019395553,1.0000000000
106,10.7680000000,left_hand,1,0.5915753841,0.5593897104,-0.0045573344,1.0000000000
107,10.8700000000,left_hand,1,0.5887390971,0.5692591071,-0.0027602967,1.0000000000
108,10.9710000000,left_hand,1,0.5887242556,0.5521988869,-0.0040197358,1.0000000000
109,11.0730000000,left_hand,1,0.5896135569,0.5555665493,-0.0004076415,1.0000000000
110,11.1740000000,left_hand,1,0.5894975662,0.5573477149,0.0007419284,1.0000000000
111,11.2760000000,left_hand,1,0.5883470774,0.5514719486,-0.0016449718,1.0000000000
