frame_id,timestamp_sec,landmark_type,landmark_id,x,y,z,visibility
58,5.0830000000,left_hand,0,0.5253339410,0.5328568816,0.0000001757,1.0000000000
59,5.1700000000,left_hand,0,0.5490427017,0.5883774161,-0.0000003379,1.0000000000
60,5.2580000000,left_hand,0,0.5387242436,0.5985132456,-0.0000002134,1.0000000000
61,5.3460000000,left_hand,0,0.5328351259,0.5333135128,-0.0000002411,1.0000000000
62,5.4330000000,left_hand,0,0.5234802961,0.5291357040,-0.0000002990,1.0000000000
63,5.5210000000,left_hand,0,0.3569495380,0.6433617473,0.0000002387,1.0000000000
64,5.6090000000,left_hand,0,0.3565633893,0.6299507022,0.0000002815,1.0000000000
65,5.6960000000,left_hand,0,0.5457810163,0.5834398866,-0.0000003369,1.0000000000
66,5.7840000000,left_hand,0,0.5590183735,0.5852233768,-0.0000002282,1.0000000000
67,5.8710000000,left_hand,0,0.5122377276,0.5174965262,-0.0000002664,1.0000000000
68,5.9590000000,left_hand,0,0.3572544158,0.6343399286,0.0000002563,1.0000000000
69,6.0470000000,left_hand,0,0.5461878777,0.5439954400,-0.0000000906,1.0000000000
70,6.1340000000,left_hand,0,0.5462945104,0.5310168862,0.0000000075,1.0000000000
71,6.2220000000,left_hand,0,0.5477695465,0.5270789862,0.0000000246,1.0000000000
72,6.3100000000,left_hand,0,0.3564924598,0.6324219704,0.0000002760,1.0000000000
73,6.3970000000,left_hand,0,0.5392174125,0.5132614374,0.0000001908,1.0000000000
74,6.4850000000,left_hand,0,0.5418297052,0.5250537395,0.0000001638,1.0000000000
75,6.5730000000,left_hand,0,0.5361695290,0.5137218833,-0.0000002921,1.0000000000
76,6.6600000000,left_hand,0,0.5451570153,0.5215568542,0.0000001833,1.0000000000
77,6.7480000000,left_hand,0,0.3521802127,0.6404092908,0.0000002851,1.0000000000
78,6.8350000000,left_hand,0,0.5378217101,0.5424978137,-0.0000002700,1.0000000000
79,6.9230000000,left_hand,0,0.5422802567,0.5346590281,0.0000001974,1.0000000000
80,7.0110000000,left_hand,0,0.5624514222,0.5903222561,-0.0000002954,1.0000000000
81,7.0980000000,left_hand,0,0.5722022653,0.6040811539,-0.0000001804,1.0000000000
82,7.1860000000,left_hand,0,0.5726752281,0.6100035906,-0.0000001913,1.0000000000
83,7.2740000000,left_hand,0,0.5679630041,0.6353441477,-0.0000001292,1.0000000000
84,7.3610000000,left_hand,0,0.5693404078,0.6157427430,-0.0000001389,1.0000000000
85,7.4490000000,left_hand,0,0.5671683550,0.6337808371,-0.0000001527,1.0000000000
86,7.5370000000,left_hand,0,0.5649411082,0.6276667714,-0.0000001501,1.0000000000
87,7.6240000000,left_hand,0,0.5608285069,0.6341909766,-0.0000002134,1.0000000000
88,7.7120000000,left_hand,0,0.5581244230,0.6153541803,-0.0000001583,1.0000000000
89,7.7990000000,left_hand,0,0.5326517820,0.5663933754,-0.0000002988,1.0000000000
90,7.8870000000,left_hand,0,0.5395658612,0.5138392448,0.0000002374,1.0000000000
91,7.9750000000,left_hand,0,0.5431070924,0.5636409521,-0.0000003378,1.0000000000
92,8.0620000000,left_hand,0,0.5745016336,0.6131032705,-0.0000002150,1.0000000000
93,8.1500000000,left_hand,0,0.5728371739,0.6238962412,-0.0000001466,1.0000000000
94,8.2380000000,left_hand,0,0.5724117756,0.6093953252,-0.0000001331,1.0000000000
95,8.3250000000,left_hand,0,0.5669978857,0.6269418597,-0.0000002044,1.0000000000
96,8.4130000000,left_hand,0,0.5632449985,0.6209010482,-0.0000001703,1.0000000000
97,8.5010000000,left_hand,0,0.5655518770,0.6028808951,-0.0000001834,1.0000000000
98,8.5880000000,left_hand,0,0.5627659559,0.5978504419,-0.0000000984,1.0000000000
99,8.6760000000,left_hand,0,0.5611492991,0.6044746041,-0.0000001449,1.0000000000
100,8.7630000000,left_hand,0,0.5396371484,0.6259278655,-0.0000000980,1.0000000000
101,8.8510000000,left_hand,0,0.5245666504,0.5782582760,-0.0000002839,1.0000000000
102,8.9390000000,left_hand,0,0.5256124735,0.5714086890,0.0000001325,1.0000000000
103,9.0260000000,left_hand,0,0.5202195048,0.5813443661,0.0000001496,1.0000000000
104,9.1140000000,left_hand,0,0.5202119946,0.5796017051,0.0000001279,1.0000000000
105,9.2020000000,left_hand,0,0.5164489746,0.5933184028,0.0000001519,1.0000000000
106,9.2890000000,left_hand,0,0.5217593312,0.5750136375,0.0000001622,1.0000000000
107,9.3770000000,left_hand,0,0.5608638525,0.6045776010,-0.0000002055,1.0000000000
108,9.4640000000,left_hand,0,0.5635203719,0.5934020877,-0.0000003198,1.0000000000
109,9.5520000000,left_hand,0,0.5720596910,0.6074387431,-0.0000001352,1.0000000000
110,9.6400000000,left_hand,0,0.5662711263,0.6079513431,-0.0000001588,1.0000000000
111,9.7270000000,left_hand,0,0.5555889606,0.5918135047,-0.0000002586,1.0000000000
112,9.8150000000,left_hand,0,0.5702132583,0.6028966904,-0.0000001932,1.0000000000
113,9.9030000000,left_hand,0,0.5700282454,0.6038973927,-0.0000001597,1.0000000000
114,9.9900000000,left_hand,0,0.5683256984,0.6263359189,-0.0000001350,1.0000000000
115,10.0780000000,left_hand,0,0.5582743883,0.6294054389,-0.0000000399,1.0000000000
116,10.1660000000,left_hand,0,0.5625618696,0.6152458191,-0.0000001109,1.0000000000
117,10.2530000000,left_hand,0,0.5674445629,0.6356477737,-0.0000001518,1.0000000000
118,10.3410000000,left_hand,0,0.5646409392,0.6240035892,-0.0000001039,1.0000000000
119,10.4280000000,left_hand,0,0.5670719147,0.6590252519,-0.0000000815,1.0000000000
120,10.5160000000,left_hand,0,0.5692314506,0.6442177892,-0.0000000871,1.0000000000
121,10.6040000000,left_hand,0,0.5671846271,0.6353237033,-0.0000000739,1.0000000000
122,10.6910000000,left_hand,0,0.5649518967,0.6392002702,-0.0000000429,1.0000000000
123,10.7790000000,left_hand,0,0.5457931757,0.5723646879,-0.0000003666,1.0000000000
124,10.8670000000,left_hand,0,0.5508473516,0.5894037485,-0.0000001212,1.0000000000
125,10.9540000000,left_hand,0,0.5658864975,0.6043519378,-0.0000002257,1.0000000000
126,11.0420000000,left_hand,0,0.5616607070,0.6019210815,-0.0000001687,1.0000000000
127,11.1300000000,left_hand,0,0.5563158393,0.6170804501,-0.0000000859,1.0000000000
128,11.2170000000,left_hand,0,0.5585170388,0.6325874925,-0.0000000007,1.0000000000
129,11.3050000000,left_hand,0,0.3510982096,0.6492283344,0.0000002703,1.0000000000
130,11.3920000000,left_hand,0,0.3486343622,0.6518142223,0.0000002777,1.0000000000
131,11.4800000000,left_hand,0,0.3502381146,0.6499895453,0.0000003132,1.0000000000
132,11.5680000000,left_hand,0,0.3491267264,0.6546118259,0.0000002920,1.0000000000
133,11.6550000000,left_hand,0,0.3520088494,0.6562421918,0.0000003165,1.0000000000
134,11.7430000000,left_hand,0,0.3480443060,0.6523135900,0.0000002906,1.0000000000
135,11.8310000000,left_hand,0,0.3520230055,0.6548449993,0.0000003159,1.0000000000
136,11.9180000000,left_hand,0,0.5706779361,0.6164694428,-0.0000002017,1.0000000000
58,5.0830000000,left_hand,1,0.5139437914,0.5511159897,-0.0071351891,1.0000000000
59,5.1700000000,left_hand,1,0.5272355080,0.5967595577,-0.0117818005,1.0000000000
60,5.2580000000,left_hand,1,0.5207597613,0.6080285907,-0.0225093979,1.0000000000
61,5.3460000000,left_hand,1,0.5156958699,0.5547025800,-0.0142440703,1.0000000000
62,5.4330000000,left_hand,1,0.5115848780,0.5616210103,-0.0130141815,1.0000000000
63,5.5210000000,left_hand,1,0.3623312712,0.6751701236,-0.0049291262,1.0000000000
64,5.6090000000,left_hand,1,0.3560526669,0.6608959436,-0.0130147291,1.0000000000
65,5.6960000000,left_hand,1,0.5254124403,0.6088379025,-0.0118134776,1.0000000000
66,5.7840000000,left_hand,1,0.5358967185,0.6178286076,-0.0107526770,1.0000000000
67,5.8710000000,left_hand,1,0.4960761368,0.5449435115,-0.0144389924,1.0000000000
68,5.9590000000,left_hand,1,0.3603242338,0.6695899963,-0.0119335670,1.0000000000
69,6.0470000000,left_hand,1,0.5289851427,0.5718493462,-0.0043803616,1.0000000000
70,6.1340000000,left_hand,1,0.5259324312,0.5542254448,-0.0045527238,1.0000000000
71,6.2220000000,left_hand,1,0.5303905010,0.5582007766,-0.0041267350,1.0000000000
72,6.3100000000,left_hand,1,0.3561188579,0.6625939012,-0.0155102890,1.0000000000
73,6.3970000000,left_hand,1,0.5227339864,0.5359815955,-0.0025945748,1.0000000000
74,6.4850000000,left_hand,1,0.5288562179,0.5473325253,-0.0006359618,1.0000000000
75,6.5730000000,left_hand,1,0.5198659897,0.5426239371,-0.0095857540,1.0000000000
76,6.6600000000,left_hand,1,0.5267418623,0.5439926386,-0.0012689944,1.0000000000
77,6.7480000000,left_hand,1,0.3514375985,0.6682044864,-0.0177193601,1.0000000000
78,6.8350000000,left_hand,1,0.5209974647,0.5639644861,-0.0126163280,1.0000000000
79,6.9230000000,left_hand,1,0.5232535005,0.5582922697,-0.0034706646,1.0000000000
80,7.0110000000,left_hand,1,0.5402429104,0.6010000110,-0.0131449262,1.0000000000
81,7.0980000000,left_hand,1,0.5476261377,0.6236625314,-0.0164942276,1.0000000000
82,7.1860000000,left_hand,1,0.5435156822,0.6277626157,-0.0107166599,1.0000000000
83,7.2740000000,left_hand,1,0.5462139845,0.6456853151,-0.0084821228,1.0000000000
84,7.3610000000,left_hand,1,0.5500315428,0.6375921965,-0.0058607352,1.0000000000
85,7.4490000000,left_hand,1,0.5441401005,0.6486580968,-0.0110638458,1.0000000000
86,7.5370000000,left_hand,1,0.5400245786,0.6410745978,-0.0110813696,1.0000000000
87,7.6240000000,left_hand,1,0.5384269953,0.6474491954,-0.0102358190,1.0000000000
88,7.7120000000,left_hand,1,0.5371312499,0.6351314783,-0.0084475949,1.0000000000
89,7.7990000000,left_hand,1,0.5177050829,0.5788315535,-0.0164040551,1.0000000000
90,7.8870000000,left_hand,1,0.5227041245,0.5382878780,-0.0043743579,1.0000000000
91,7.9750000000,left_hand,1,0.5269910097,0.5787546039,-0.0132121583,1.0000000000
92,8.0620000000,left_hand,1,0.5455523133,0.6256219745,-0.0102625405,1.0000000000
93,8.1500000000,left_hand,1,0.5471009016,0.6216889024,-0.0057002883,1.0000000000
94,8.2380000000,left_hand,1,0.5515744686,0.6271686554,-0.0074004913,1.0000000000
95,8.3250000000,left_hand,1,0.5446588397,0.6320871115,-0.0070264624,1.0000000000
96,8.4130000000,left_hand,1,0.5424915552,0.6340436339,-0.0093772812,1.0000000000
97,8.5010000000,left_hand,1,0.5505627990,0.6321383119,-0.0073290081,1.0000000000
98,8.5880000000,left_hand,1,0.5389893055,0.6155270338,-0.0063352385,1.0000000000
99,8.6760000000,left_hand,1,0.5422613621,0.6273013353,-0.0055596288,1.0000000000
100,8.7630000000,left_hand,1,0.5194296837,0.6281118989,-0.0088445842,1.0000000000
